city,year,crime_name,incidences,rate
Faridabad,2010,Riots,178,16.9
Kanpur,2010,Riots,176,6.5
Ahmedabad,2010,Riots,171,3.8
Meerut,2010,Riots,148,12.7
Nasik,2010,Riots,146,12.7
Lucknow,2010,Riots,141,6.2
Jaipur,2010,Riots,138,5.9
Jamshedpur,2010,Riots,133,12.1
Agra,2010,Riots,129,9.8
Vadodara,2010,Riots,89,6
Surat,2010,Riots,87,3.1
Bhopal,2010,Riots,83,5.7
Rajkot,2010,Riots,64,6.4
Chennai,2010,Riots,60,0.9
Dhanbad,2010,Riots,55,5.2
Indore,2010,Riots,53,3.2
Jabalpur,2010,Riots,50,4.5
Asansol,2010,Riots,49,4.5
Delhi,2010,Riots,46,0.4
Allahabad,2010,Riots,42,4
Coimbatore,2010,Riots,23,1.6
Madurai,2010,Riots,17,1.4
Varanasi,2010,Riots,16,1.3
Vijayawada,2010,Riots,8,0.8
Vishakhapatnam,2010,Riots,2,0.2
Amritsar,2010,Riots,0,0
Ludhiana,2010,Riots,0,0
India,2010,Rape,22172,3.8
Delhi,2010,Rape,414,5.5
Mumbai,2010,Rape,194,2.3
Pune,2010,Rape,91,3.8
Jabalpur,2010,Rape,81,13.4
Bhopal,2010,Rape,73,8.1
Jaipur,2010,Rape,71,4.9
Indore,2010,Rape,69,6.6
Bengaluru,2010,Rape,65,1.6
Nagpur,2010,Rape,58,4.7
Vishakhapatnam,2010,Rape,53,6.2
Lucknow,2010,Rape,52,3.8
Ludhiana,2010,Rape,52,7.0
Faridabad,2010,Rape,51,7.8
Ahmedabad,2010,Rape,49,1.6
Chennai,2010,Rape,47,1.1
Hyderabad,2010,Rape,45,1.2
Kanpur,2010,Rape,42,3.1
Kolkata,2010,Rape,32,0.5
Nasik,2010,Rape,30,4.1
Patna,2010,Rape,25,2.6
Vijayawada,2010,Rape,25,3.4
Amritsar,2010,Rape,24,4.3
Surat,2010,Rape,23,1.2
Kochi,2010,Rape,20,1.9
Meerut,2010,Rape,19,2.8
Asansol,2010,Rape,18,3.0
Jamshedpur,2010,Rape,16,2.5
Coimbatore,2010,Rape,15,1.4
Agra,2010,Rape,13,1.6
Rajkot,2010,Rape,12,1.8
Allahabad,2010,Rape,7,1.2
Vadodara,2010,Rape,7,0.8
Dhanbad,2010,Rape,5,0.9
Madurai,2010,Rape,3,0.4
Varanasi,2010,Rape,2,0.3
India,2010,Preparation & assembly for dacoity,2615,0.2
Bengaluru,2010,Preparation & assembly for dacoity,246,4.3
Faridabad,2010,Preparation & assembly for dacoity,70,6.6
Asansol,2010,Preparation & assembly for dacoity,64,5.9
Mumbai,2010,Preparation & assembly for dacoity,42,0.3
Pune,2010,Preparation & assembly for dacoity,31,0.8
Delhi,2010,Preparation & assembly for dacoity,27,0.2
Kolkata,2010,Preparation & assembly for dacoity,26,0.2
Amritsar,2010,Preparation & assembly for dacoity,18,1.8
Kochi,2010,Preparation & assembly for dacoity,15,1.1
Nagpur,2010,Preparation & assembly for dacoity,13,0.6
Nasik,2010,Preparation & assembly for dacoity,13,1.1
Indore,2010,Preparation & assembly for dacoity,12,0.7
Jaipur,2010,Preparation & assembly for dacoity,10,0.4
Jabalpur,2010,Preparation & assembly for dacoity,7,0.6
Surat,2010,Preparation & assembly for dacoity,7,0.2
Ludhiana,2010,Preparation & assembly for dacoity,5,0.4
Lucknow,2010,Preparation & assembly for dacoity,4,0.2
Ahmedabad,2010,Preparation & assembly for dacoity,2,0
Chennai,2010,Preparation & assembly for dacoity,2,0
Varanasi,2010,Preparation & assembly for dacoity,2,0.2
Bhopal,2010,Preparation & assembly for dacoity,1,0.1
Dhanbad,2010,Preparation & assembly for dacoity,1,0.1
Jamshedpur,2010,Preparation & assembly for dacoity,1,0.1
Kanpur,2010,Preparation & assembly for dacoity,1,0
Agra,2010,Preparation & assembly for dacoity,0,0
Allahabad,2010,Preparation & assembly for dacoity,0,0
Coimbatore,2010,Preparation & assembly for dacoity,0,0
Hyderabad,2010,Preparation & assembly for dacoity,0,0
Madurai,2010,Preparation & assembly for dacoity,0,0
Meerut,2010,Preparation & assembly for dacoity,0,0
Patna,2010,Preparation & assembly for dacoity,0,0
Rajkot,2010,Preparation & assembly for dacoity,0,0
Vadodara,2010,Preparation & assembly for dacoity,0,0
Vijayawada,2010,Preparation & assembly for dacoity,0,0
Vishakhapatnam,2010,Preparation & assembly for dacoity,0,0
India,2010,Other theft,182837,15.4
Mumbai,2010,Other theft,9028,55.2
Delhi,2010,Other theft,7531,58.9
Bengaluru,2010,Other theft,4161,73.2
Hyderabad,2010,Other theft,3373,61
Kolkata,2010,Other theft,2612,19.8
Pune,2010,Other theft,1726,46
Ahmedabad,2010,Other theft,1558,34.5
Chennai,2010,Other theft,1306,20.3
Jaipur,2010,Other theft,1263,54.3
Vishakhapatnam,2010,Other theft,1100,82.8
Nasik,2010,Other theft,919,79.8
Patna,2010,Other theft,915,53.6
Lucknow,2010,Other theft,890,39.3
Bhopal,2010,Other theft,887,61
Nagpur,2010,Other theft,880,41.5
Vijayawada,2010,Other theft,785,77.6
Indore,2010,Other theft,781,47.7
Coimbatore,2010,Other theft,587,40.6
Vadodara,2010,Other theft,485,32.5
Surat,2010,Other theft,465,16.5
Ludhiana,2010,Other theft,367,26.3
Meerut,2010,Other theft,345,29.6
Kanpur,2010,Other theft,323,12
Faridabad,2010,Other theft,320,30.3
Agra,2010,Other theft,306,23.2
Jamshedpur,2010,Other theft,264,24
Rajkot,2010,Other theft,241,24.1
Madurai,2010,Other theft,231,19.3
Jabalpur,2010,Other theft,198,17.7
Dhanbad,2010,Other theft,189,17.8
Amritsar,2010,Other theft,153,15.1
Varanasi,2010,Other theft,150,12.4
Asansol,2010,Other theft,148,13.6
Kochi,2010,Other theft,134,9.9
Allahabad,2010,Other theft,133,12.7
India,2010,Other rape,22166,3.8
Delhi,2010,Other rape,414,5.5
Mumbai,2010,Other rape,194,2.3
Pune,2010,Other rape,91,3.8
Jabalpur,2010,Other rape,81,13.4
Bhopal,2010,Other rape,73,8.1
Jaipur,2010,Other rape,71,4.9
Indore,2010,Other rape,69,6.6
Bengaluru,2010,Other rape,65,1.6
Nagpur,2010,Other rape,58,4.7
Vishakhapatnam,2010,Other rape,53,6.2
Lucknow,2010,Other rape,52,3.8
Ludhiana,2010,Other rape,52,7.0
Faridabad,2010,Other rape,51,7.8
Ahmedabad,2010,Other rape,49,1.6
Chennai,2010,Other rape,47,1.1
Hyderabad,2010,Other rape,45,1.2
Kanpur,2010,Other rape,42,3.1
Kolkata,2010,Other rape,32,0.5
Nasik,2010,Other rape,30,4.1
Patna,2010,Other rape,25,2.6
Vijayawada,2010,Other rape,25,3.4
Amritsar,2010,Other rape,24,4.3
Surat,2010,Other rape,23,1.2
Kochi,2010,Other rape,20,1.9
Meerut,2010,Other rape,19,2.8
Asansol,2010,Other rape,18,3.0
Jamshedpur,2010,Other rape,16,2.5
Coimbatore,2010,Other rape,15,1.4
Agra,2010,Other rape,13,1.6
Rajkot,2010,Other rape,12,1.8
Allahabad,2010,Other rape,7,1.2
Vadodara,2010,Other rape,7,0.8
Dhanbad,2010,Other rape,5,0.9
Madurai,2010,Other rape,3,0.4
Varanasi,2010,Other rape,2,0.3
India,2010,Other IPC crimes,924072,77.9
Kochi,2010,Other IPC crimes,24227,1788
Delhi,2010,Other IPC crimes,12165,95.1
Ahmedabad,2010,Other IPC crimes,11184,247.5
Bengaluru,2010,Other IPC crimes,10333,181.7
Mumbai,2010,Other IPC crimes,7093,43.3
Kolkata,2010,Other IPC crimes,6880,52.1
Chennai,2010,Other IPC crimes,6247,97.2
Bhopal,2010,Other IPC crimes,6090,418.6
Indore,2010,Other IPC crimes,5698,347.7
Patna,2010,Other IPC crimes,5032,294.8
Jaipur,2010,Other IPC crimes,4906,211.1
Lucknow,2010,Other IPC crimes,4202,185.4
Surat,2010,Other IPC crimes,3624,128.9
Jabalpur,2010,Other IPC crimes,3604,322.6
Pune,2010,Other IPC crimes,3358,89.4
Hyderabad,2010,Other IPC crimes,2879,52
Nagpur,2010,Other IPC crimes,2780,130.9
Vadodara,2010,Other IPC crimes,2448,164.1
Kanpur,2010,Other IPC crimes,2002,74.4
Coimbatore,2010,Other IPC crimes,1861,128.7
Rajkot,2010,Other IPC crimes,1594,159.1
Vishakhapatnam,2010,Other IPC crimes,1516,114.1
Madurai,2010,Other IPC crimes,1386,116
Faridabad,2010,Other IPC crimes,1317,124.8
Agra,2010,Other IPC crimes,1100,83.3
Ludhiana,2010,Other IPC crimes,1059,75.9
Asansol,2010,Other IPC crimes,720,66
Jamshedpur,2010,Other IPC crimes,714,64.8
Nasik,2010,Other IPC crimes,693,60.2
Varanasi,2010,Other IPC crimes,664,54.8
Meerut,2010,Other IPC crimes,620,53.1
Amritsar,2010,Other IPC crimes,615,60.8
Vijayawada,2010,Other IPC crimes,607,60
Allahabad,2010,Other IPC crimes,157,15
Dhanbad,2010,Other IPC crimes,152,14.3
India,2010,Murder,33335,2.8
Delhi,2010,Murder,453,3.5
Bengaluru,2010,Murder,266,4.7
Mumbai,2010,Murder,228,1.4
Kanpur,2010,Murder,150,5.6
Hyderabad,2010,Murder,134,2.4
Patna,2010,Murder,130,7.6
Pune,2010,Murder,129,3.4
Chennai,2010,Murder,103,1.6
Nagpur,2010,Murder,88,4.1
Surat,2010,Murder,87,3.1
Lucknow,2010,Murder,83,3.7
Ahmedabad,2010,Murder,82,1.8
Ludhiana,2010,Murder,81,5.8
Indore,2010,Murder,80,4.9
Faridabad,2010,Murder,70,6.6
Jaipur,2010,Murder,65,2.8
Agra,2010,Murder,58,4.4
Amritsar,2010,Murder,53,5.2
Jamshedpur,2010,Murder,52,4.7
Bhopal,2010,Murder,49,3.4
Kolkata,2010,Murder,49,0.4
Jabalpur,2010,Murder,48,4.3
Allahabad,2010,Murder,44,4.2
Rajkot,2010,Murder,38,3.8
Nasik,2010,Murder,37,3.2
Asansol,2010,Murder,34,3.1
Madurai,2010,Murder,34,2.8
Meerut,2010,Murder,34,2.9
Vijayawada,2010,Murder,33,3.3
Vishakhapatnam,2010,Murder,24,1.8
Vadodara,2010,Murder,23,1.5
Coimbatore,2010,Murder,22,1.5
Dhanbad,2010,Murder,17,1.6
Varanasi,2010,Murder,15,1.2
Kochi,2010,Murder,4,0.3
India,2010,Molestation,40613,6.9
Delhi,2010,Molestation,550,7.3
Mumbai,2010,Molestation,475,5.6
Bengaluru,2010,Molestation,308,7.6
Kolkata,2010,Molestation,226,3.3
Indore,2010,Molestation,211,20.3
Vijayawada,2010,Molestation,172,23.2
Hyderabad,2010,Molestation,171,4.5
Kanpur,2010,Molestation,118,8.8
Jaipur,2010,Molestation,115,7.9
Jabalpur,2010,Molestation,114,18.9
Lucknow,2010,Molestation,97,7.0
Nagpur,2010,Molestation,87,7.1
Pune,2010,Molestation,78,3.3
Ahmedabad,2010,Molestation,73,2.4
Kochi,2010,Molestation,67,6.2
Vishakhapatnam,2010,Molestation,59,6.9
Agra,2010,Molestation,54,6.7
Nasik,2010,Molestation,46,6.2
Chennai,2010,Molestation,45,1.0
Coimbatore,2010,Molestation,35,3.3
Meerut,2010,Molestation,34,5.1
Faridabad,2010,Molestation,27,4.1
Ludhiana,2010,Molestation,27,3.7
Surat,2010,Molestation,24,1.2
Bhopal,2010,Molestation,21,2.3
Vadodara,2010,Molestation,18,2.1
Rajkot,2010,Molestation,14,2.1
Asansol,2010,Molestation,13,2.2
Madurai,2010,Molestation,12,1.6
Amritsar,2010,Molestation,10,1.8
Allahabad,2010,Molestation,9,1.6
Dhanbad,2010,Molestation,6,1.1
Jamshedpur,2010,Molestation,6,0.9
Patna,2010,Molestation,4,0.4
Varanasi,2010,Molestation,3,0.4
India,2010,Kidnapping & abduction of women and girls,29795,5.1
Delhi,2010,Kidnapping & abduction of women and girls,1422,18.8
Kanpur,2010,Kidnapping & abduction of women and girls,263,19.7
Lucknow,2010,Kidnapping & abduction of women and girls,246,17.8
Jaipur,2010,Kidnapping & abduction of women and girls,193,13.3
Ahmedabad,2010,Kidnapping & abduction of women and girls,177,5.9
Mumbai,2010,Kidnapping & abduction of women and girls,146,1.7
Agra,2010,Kidnapping & abduction of women and girls,145,18.0
Ludhiana,2010,Kidnapping & abduction of women and girls,102,13.8
Pune,2010,Kidnapping & abduction of women and girls,94,3.9
Kolkata,2010,Kidnapping & abduction of women and girls,91,1.3
Faridabad,2010,Kidnapping & abduction of women and girls,86,13.1
Meerut,2010,Kidnapping & abduction of women and girls,75,11.2
Vijayawada,2010,Kidnapping & abduction of women and girls,65,8.8
Surat,2010,Kidnapping & abduction of women and girls,63,3.2
Patna,2010,Kidnapping & abduction of women and girls,58,6.0
Bhopal,2010,Kidnapping & abduction of women and girls,53,5.9
Amritsar,2010,Kidnapping & abduction of women and girls,43,7.8
Hyderabad,2010,Kidnapping & abduction of women and girls,41,1.1
Dhanbad,2010,Kidnapping & abduction of women and girls,40,7.1
Nagpur,2010,Kidnapping & abduction of women and girls,34,2.8
Varanasi,2010,Kidnapping & abduction of women and girls,34,5.0
Rajkot,2010,Kidnapping & abduction of women and girls,32,4.9
Allahabad,2010,Kidnapping & abduction of women and girls,30,5.3
Chennai,2010,Kidnapping & abduction of women and girls,30,0.7
Vadodara,2010,Kidnapping & abduction of women and girls,30,3.4
Bengaluru,2010,Kidnapping & abduction of women and girls,29,0.7
Jabalpur,2010,Kidnapping & abduction of women and girls,25,4.1
Jamshedpur,2010,Kidnapping & abduction of women and girls,25,3.9
Vishakhapatnam,2010,Kidnapping & abduction of women and girls,24,2.8
Indore,2010,Kidnapping & abduction of women and girls,23,2.2
Nasik,2010,Kidnapping & abduction of women and girls,19,2.6
Asansol,2010,Kidnapping & abduction of women and girls,13,2.2
Coimbatore,2010,Kidnapping & abduction of women and girls,10,0.9
Madurai,2010,Kidnapping & abduction of women and girls,9,1.2
Kochi,2010,Kidnapping & abduction of women and girls,5,0.5
India,2010,Kidnapping & abduction of others,8645,0.7
Delhi,2010,Kidnapping & abduction of others,1207,9.4
Bengaluru,2010,Kidnapping & abduction of others,484,8.5
Patna,2010,Kidnapping & abduction of others,125,7.3
Hyderabad,2010,Kidnapping & abduction of others,80,1.4
Kanpur,2010,Kidnapping & abduction of others,53,2
Mumbai,2010,Kidnapping & abduction of others,48,0.3
Ludhiana,2010,Kidnapping & abduction of others,41,2.9
Pune,2010,Kidnapping & abduction of others,35,0.9
Kolkata,2010,Kidnapping & abduction of others,34,0.3
Ahmedabad,2010,Kidnapping & abduction of others,30,0.7
Agra,2010,Kidnapping & abduction of others,26,2
Nagpur,2010,Kidnapping & abduction of others,23,1.1
Vijayawada,2010,Kidnapping & abduction of others,22,2.2
Surat,2010,Kidnapping & abduction of others,19,0.7
Jamshedpur,2010,Kidnapping & abduction of others,18,1.6
Meerut,2010,Kidnapping & abduction of others,18,1.5
Chennai,2010,Kidnapping & abduction of others,17,0.3
Faridabad,2010,Kidnapping & abduction of others,16,1.5
Jaipur,2010,Kidnapping & abduction of others,14,0.6
Varanasi,2010,Kidnapping & abduction of others,14,1.2
Coimbatore,2010,Kidnapping & abduction of others,12,0.8
Allahabad,2010,Kidnapping & abduction of others,10,1
Vishakhapatnam,2010,Kidnapping & abduction of others,10,0.8
Amritsar,2010,Kidnapping & abduction of others,8,0.8
Asansol,2010,Kidnapping & abduction of others,8,0.7
Nasik,2010,Kidnapping & abduction of others,8,0.7
Indore,2010,Kidnapping & abduction of others,7,0.4
Rajkot,2010,Kidnapping & abduction of others,7,0.7
Bhopal,2010,Kidnapping & abduction of others,6,0.4
Dhanbad,2010,Kidnapping & abduction of others,6,0.6
Madurai,2010,Kidnapping & abduction of others,6,0.5
Vadodara,2010,Kidnapping & abduction of others,6,0.4
Lucknow,2010,Kidnapping & abduction of others,5,0.2
Kochi,2010,Kidnapping & abduction of others,3,0.2
Jabalpur,2010,Kidnapping & abduction of others,2,0.2
India,2010,Kidnapping & abduction,38440,3.2
Delhi,2010,Kidnapping & abduction,2629,20.6
Bengaluru,2010,Kidnapping & abduction,513,9
Kanpur,2010,Kidnapping & abduction,316,11.7
Lucknow,2010,Kidnapping & abduction,251,11.1
Ahmedabad,2010,Kidnapping & abduction,207,4.6
Jaipur,2010,Kidnapping & abduction,207,8.9
Mumbai,2010,Kidnapping & abduction,194,1.2
Patna,2010,Kidnapping & abduction,183,10.7
Agra,2010,Kidnapping & abduction,171,12.9
Ludhiana,2010,Kidnapping & abduction,143,10.3
Pune,2010,Kidnapping & abduction,129,3.4
Kolkata,2010,Kidnapping & abduction,125,0.9
Hyderabad,2010,Kidnapping & abduction,121,2.2
Faridabad,2010,Kidnapping & abduction,102,9.7
Meerut,2010,Kidnapping & abduction,93,8
Vijayawada,2010,Kidnapping & abduction,87,8.6
Surat,2010,Kidnapping & abduction,82,2.9
Bhopal,2010,Kidnapping & abduction,59,4.1
Nagpur,2010,Kidnapping & abduction,57,2.7
Amritsar,2010,Kidnapping & abduction,51,5
Varanasi,2010,Kidnapping & abduction,48,4
Chennai,2010,Kidnapping & abduction,47,0.7
Dhanbad,2010,Kidnapping & abduction,46,4.3
Jamshedpur,2010,Kidnapping & abduction,43,3.9
Allahabad,2010,Kidnapping & abduction,40,3.8
Rajkot,2010,Kidnapping & abduction,39,3.9
Vadodara,2010,Kidnapping & abduction,36,2.4
Vishakhapatnam,2010,Kidnapping & abduction,34,2.6
Indore,2010,Kidnapping & abduction,30,1.8
Jabalpur,2010,Kidnapping & abduction,27,2.4
Nasik,2010,Kidnapping & abduction,27,2.3
Coimbatore,2010,Kidnapping & abduction,22,1.5
Asansol,2010,Kidnapping & abduction,21,1.9
Madurai,2010,Kidnapping & abduction,15,1.3
Kochi,2010,Kidnapping & abduction,8,0.6
India,2010,Importation of girls from foreign country,36,0
Kolkata,2010,Importation of girls from foreign country,3,0
Indore,2010,Importation of girls from foreign country,2,0.1
Bhopal,2010,Importation of girls from foreign country,1,0.1
Jabalpur,2010,Importation of girls from foreign country,1,0.1
Agra,2010,Importation of girls from foreign country,0,0
Ahmedabad,2010,Importation of girls from foreign country,0,0
Allahabad,2010,Importation of girls from foreign country,0,0
Amritsar,2010,Importation of girls from foreign country,0,0
Asansol,2010,Importation of girls from foreign country,0,0
Bengaluru,2010,Importation of girls from foreign country,0,0
Chennai,2010,Importation of girls from foreign country,0,0
Coimbatore,2010,Importation of girls from foreign country,0,0
Delhi,2010,Importation of girls from foreign country,0,0
Dhanbad,2010,Importation of girls from foreign country,0,0
Faridabad,2010,Importation of girls from foreign country,0,0
Hyderabad,2010,Importation of girls from foreign country,0,0
Jaipur,2010,Importation of girls from foreign country,0,0
Jamshedpur,2010,Importation of girls from foreign country,0,0
Kanpur,2010,Importation of girls from foreign country,0,0
Kochi,2010,Importation of girls from foreign country,0,0
Lucknow,2010,Importation of girls from foreign country,0,0
Ludhiana,2010,Importation of girls from foreign country,0,0
Madurai,2010,Importation of girls from foreign country,0,0
Meerut,2010,Importation of girls from foreign country,0,0
Mumbai,2010,Importation of girls from foreign country,0,0
Nagpur,2010,Importation of girls from foreign country,0,0
Nasik,2010,Importation of girls from foreign country,0,0
Patna,2010,Importation of girls from foreign country,0,0
Pune,2010,Importation of girls from foreign country,0,0
Rajkot,2010,Importation of girls from foreign country,0,0
Surat,2010,Importation of girls from foreign country,0,0
Vadodara,2010,Importation of girls from foreign country,0,0
Varanasi,2010,Importation of girls from foreign country,0,0
Vijayawada,2010,Importation of girls from foreign country,0,0
Vishakhapatnam,2010,Importation of girls from foreign country,0,0
India,2010,Hurt,289022,24.4
Mumbai,2010,Hurt,4487,27.4
Hyderabad,2010,Hurt,3425,61.9
Bengaluru,2010,Hurt,3153,55.4
Indore,2010,Hurt,2800,170.8
Vishakhapatnam,2010,Hurt,2443,183.8
Kolkata,2010,Hurt,2007,15.2
Delhi,2010,Hurt,1700,13.3
Vijayawada,2010,Hurt,1565,154.8
Ahmedabad,2010,Hurt,1365,30.2
Bhopal,2010,Hurt,1286,88.4
Pune,2010,Hurt,1169,31.1
Jabalpur,2010,Hurt,875,78.3
Nagpur,2010,Hurt,842,39.7
Chennai,2010,Hurt,773,12
Jaipur,2010,Hurt,597,25.7
Jamshedpur,2010,Hurt,578,52.5
Surat,2010,Hurt,556,19.8
Kanpur,2010,Hurt,407,15.1
Rajkot,2010,Hurt,393,39.2
Coimbatore,2010,Hurt,357,24.7
Kochi,2010,Hurt,282,20.8
Vadodara,2010,Hurt,276,18.5
Agra,2010,Hurt,268,20.3
Nasik,2010,Hurt,268,23.3
Allahabad,2010,Hurt,255,24.3
Ludhiana,2010,Hurt,217,15.6
Faridabad,2010,Hurt,191,18.1
Amritsar,2010,Hurt,152,15
Madurai,2010,Hurt,130,10.9
Varanasi,2010,Hurt,94,7.8
Dhanbad,2010,Hurt,71,6.7
Asansol,2010,Hurt,69,6.3
Lucknow,2010,Hurt,35,1.5
