city,year,crime_name,incidences,rate
Kota,2012,Arson,3,0.3
Kota,2013,Arson,4,0.4
Kota,2014,Arson,1,0.1
Kozhikode,2011,Arson,10,0.5
Kozhikode,2012,Arson,12,0.6
Kozhikode,2013,Arson,13,0.6
Kozhikode,2014,Arson,9,0.4
Lucknow,2010,Arson,0,0
Lucknow,2011,Arson,4,0.1
Lucknow,2012,Arson,0,0
Lucknow,2013,Arson,4,0.1
Lucknow,2014,Arson,11,0.4
Ludhiana,2010,Arson,6,0.4
Ludhiana,2011,Arson,7,0.4
Ludhiana,2012,Arson,5,0.3
Ludhiana,2013,Arson,2,0.1
Ludhiana,2014,Arson,5,0.3
Madurai,2010,Arson,0,0
Madurai,2011,Arson,2,0.1
Madurai,2012,Arson,8,0.5
Madurai,2013,Arson,11,0.8
Madurai,2014,Arson,7,0.5
Malappuram,2011,Arson,1,0.1
Malappuram,2012,Arson,10,0.6
Malappuram,2013,Arson,6,0.4
Malappuram,2014,Arson,4,0.2
Meerut,2010,Arson,0,0
Meerut,2011,Arson,4,0.3
Meerut,2012,Arson,1,0.1
Meerut,2013,Arson,9,0.6
Meerut,2014,Arson,0,0
Mumbai,2010,Arson,22,0.1
Mumbai,2011,Arson,46,0.2
Mumbai,2012,Arson,86,0.5
Mumbai,2013,Arson,47,0.3
Mumbai,2014,Arson,54,0.3
Nagpur,2010,Arson,20,0.9
Nagpur,2011,Arson,22,0.9
Nagpur,2012,Arson,32,1.3
Nagpur,2013,Arson,26,1
Nagpur,2014,Arson,33,1.3
Nasik,2010,Arson,17,1.5
Nasik,2011,Arson,21,1.3
Nasik,2012,Arson,16,1
Nasik,2013,Arson,7,0.4
Nasik,2014,Arson,6,0.4
Patna,2010,Arson,0,0
Patna,2011,Arson,1,0
Patna,2012,Arson,0,0
Patna,2013,Arson,1,0
Patna,2014,Arson,0,0
Pune,2010,Arson,17,0.5
Pune,2011,Arson,27,0.5
Pune,2012,Arson,48,1
Pune,2013,Arson,34,0.7
Pune,2014,Arson,38,0.8
Raipur,2011,Arson,33,2.9
Raipur,2012,Arson,36,3.2
Raipur,2013,Arson,44,3.9
Raipur,2014,Arson,19,1.7
Rajkot,2010,Arson,17,1.7
Rajkot,2011,Arson,12,0.9
Rajkot,2012,Arson,8,0.6
Rajkot,2013,Arson,21,1.5
Rajkot,2014,Arson,11,0.8
Ranchi,2011,Arson,5,0.4
Ranchi,2012,Arson,4,0.4
Ranchi,2013,Arson,7,0.6
Ranchi,2014,Arson,9,0.8
Srinagar,2011,Arson,23,1.8
Srinagar,2012,Arson,21,1.6
Srinagar,2013,Arson,25,2
Srinagar,2014,Arson,27,2.1
Surat,2010,Arson,7,0.2
Surat,2011,Arson,4,0.1
Surat,2012,Arson,3,0.1
Surat,2013,Arson,6,0.1
Surat,2014,Arson,4,0.1
Thiruvananthapuram,2011,Arson,14,0.8
Thiruvananthapuram,2012,Arson,10,0.6
Thiruvananthapuram,2013,Arson,6,0.4
Thiruvananthapuram,2014,Arson,10,0.6
Thrissur,2011,Arson,10,0.5
Thrissur,2012,Arson,7,0.4
Thrissur,2013,Arson,8,0.4
Thrissur,2014,Arson,12,0.6
Tiruchirappalli,2011,Arson,2,0.1
Tiruchirappalli,2012,Arson,3,0.3
Tiruchirappalli,2013,Arson,2,0.2
Tiruchirappalli,2014,Arson,0,0
Vadodara,2010,Arson,4,0.3
Vadodara,2011,Arson,5,0.3
Vadodara,2012,Arson,5,0.3
Vadodara,2013,Arson,8,0.4
Vadodara,2014,Arson,8,0.4
Varanasi,2010,Arson,0,0
Varanasi,2011,Arson,2,0.1
Varanasi,2012,Arson,0,0
Varanasi,2013,Arson,0,0
Varanasi,2014,Arson,0,0
Vasai-Virar,2011,Arson,6,0.5
Vasai-Virar,2012,Arson,6,0.5
Vasai-Virar,2013,Arson,5,0.4
Vasai-Virar,2014,Arson,4,0.3
Vijayawada,2010,Arson,20,2
Vijayawada,2011,Arson,24,1.6
Vijayawada,2012,Arson,33,2.2
Vijayawada,2013,Arson,24,1.6
Vijayawada,2014,Arson,21,1.4
Vishakhapatnam,2010,Arson,28,2.1
Vishakhapatnam,2011,Arson,11,0.6
Vishakhapatnam,2012,Arson,10,0.6
Vishakhapatnam,2013,Arson,21,1.2
Vishakhapatnam,2014,Arson,14,0.8
Agra,2010,Assault on women with intent to outrage her modesty,54,6.7
Agra,2011,Assault on women with intent to outrage her modesty,190,23.6
Agra,2012,Assault on women with intent to outrage her modesty,61,7.6
Agra,2013,Assault on women with intent to outrage her modesty,167,20.8
Agra,2014,Assault on women with intent to outrage her modesty,207,25.7
Ahmedabad,2010,Assault on women with intent to outrage her modesty,73,2.4
Ahmedabad,2011,Assault on women with intent to outrage her modesty,83,2.8
Ahmedabad,2012,Assault on women with intent to outrage her modesty,79,2.6
Ahmedabad,2013,Assault on women with intent to outrage her modesty,180,6
Ahmedabad,2014,Assault on women with intent to outrage her modesty,162,5.4
Allahabad,2010,Assault on women with intent to outrage her modesty,9,1.6
Allahabad,2011,Assault on women with intent to outrage her modesty,11,2
Allahabad,2012,Assault on women with intent to outrage her modesty,17,3
Allahabad,2013,Assault on women with intent to outrage her modesty,92,16.4
Allahabad,2014,Assault on women with intent to outrage her modesty,96,17.1
Amritsar,2010,Assault on women with intent to outrage her modesty,10,1.8
Amritsar,2011,Assault on women with intent to outrage her modesty,7,1.3
Amritsar,2012,Assault on women with intent to outrage her modesty,14,2.5
Amritsar,2013,Assault on women with intent to outrage her modesty,53,9.6
Amritsar,2014,Assault on women with intent to outrage her modesty,45,8.1
Asansol,2010,Assault on women with intent to outrage her modesty,13,2.2
Asansol,2011,Assault on women with intent to outrage her modesty,30,5
Asansol,2012,Assault on women with intent to outrage her modesty,31,5.2
Asansol,2013,Assault on women with intent to outrage her modesty,73,12.3
Asansol,2014,Assault on women with intent to outrage her modesty,158,26.6
Aurangabad,2011,Assault on women with intent to outrage her modesty,65,11.4
Aurangabad,2012,Assault on women with intent to outrage her modesty,79,13.9
Aurangabad,2013,Assault on women with intent to outrage her modesty,173,30.4
Aurangabad,2014,Assault on women with intent to outrage her modesty,227,39.9
Bengaluru,2010,Assault on women with intent to outrage her modesty,308,7.6
Bengaluru,2011,Assault on women with intent to outrage her modesty,250,6.2
Bengaluru,2012,Assault on women with intent to outrage her modesty,321,7.9
Bengaluru,2013,Assault on women with intent to outrage her modesty,378,9.3
Bengaluru,2014,Assault on women with intent to outrage her modesty,680,16.8
Bhopal,2010,Assault on women with intent to outrage her modesty,21,2.3
Bhopal,2011,Assault on women with intent to outrage her modesty,93,10.4
Bhopal,2012,Assault on women with intent to outrage her modesty,202,22.5
Bhopal,2013,Assault on women with intent to outrage her modesty,307,34.2
Bhopal,2014,Assault on women with intent to outrage her modesty,289,32.2
Chandigarh,2011,Assault on women with intent to outrage her modesty,16,3.5
Chandigarh,2012,Assault on women with intent to outrage her modesty,43,9.3
Chandigarh,2013,Assault on women with intent to outrage her modesty,136,29.4
Chandigarh,2014,Assault on women with intent to outrage her modesty,78,16.8
Chennai,2010,Assault on women with intent to outrage her modesty,45,1
Chennai,2011,Assault on women with intent to outrage her modesty,73,1.7
Chennai,2012,Assault on women with intent to outrage her modesty,90,2.1
Chennai,2013,Assault on women with intent to outrage her modesty,55,1.3
Chennai,2014,Assault on women with intent to outrage her modesty,59,1.4
Coimbatore,2010,Assault on women with intent to outrage her modesty,35,3.3
Coimbatore,2011,Assault on women with intent to outrage her modesty,32,3
Coimbatore,2012,Assault on women with intent to outrage her modesty,17,1.6
Coimbatore,2013,Assault on women with intent to outrage her modesty,15,1.4
Coimbatore,2014,Assault on women with intent to outrage her modesty,8,0.7
Delhi,2010,Assault on women with intent to outrage her modesty,550,7.3
Delhi,2011,Assault on women with intent to outrage her modesty,556,7.3
Delhi,2012,Assault on women with intent to outrage her modesty,639,8.4
Delhi,2013,Assault on women with intent to outrage her modesty,3069,40.5
Delhi,2014,Assault on women with intent to outrage her modesty,3810,50.3
Dhanbad,2010,Assault on women with intent to outrage her modesty,6,1.1
Dhanbad,2011,Assault on women with intent to outrage her modesty,9,1.6
Dhanbad,2012,Assault on women with intent to outrage her modesty,4,0.7
Dhanbad,2013,Assault on women with intent to outrage her modesty,9,1.6
Dhanbad,2014,Assault on women with intent to outrage her modesty,18,3.2
Durg-Bhilainagar,2011,Assault on women with intent to outrage her modesty,147,28.4
Durg-Bhilainagar,2012,Assault on women with intent to outrage her modesty,139,26.8
Durg-Bhilainagar,2013,Assault on women with intent to outrage her modesty,180,34.7
Durg-Bhilainagar,2014,Assault on women with intent to outrage her modesty,194,37.5
Faridabad,2010,Assault on women with intent to outrage her modesty,27,4.1
Faridabad,2011,Assault on women with intent to outrage her modesty,31,4.7
Faridabad,2012,Assault on women with intent to outrage her modesty,31,4.7
Faridabad,2013,Assault on women with intent to outrage her modesty,90,13.8
Faridabad,2014,Assault on women with intent to outrage her modesty,94,14.4
Ghaziabad,2011,Assault on women with intent to outrage her modesty,35,3.2
Ghaziabad,2012,Assault on women with intent to outrage her modesty,34,3.1
Ghaziabad,2013,Assault on women with intent to outrage her modesty,124,11.3
Ghaziabad,2014,Assault on women with intent to outrage her modesty,168,15.2
Gwalior,2011,Assault on women with intent to outrage her modesty,97,18.9
Gwalior,2012,Assault on women with intent to outrage her modesty,110,21.4
Gwalior,2013,Assault on women with intent to outrage her modesty,262,51.1
Gwalior,2014,Assault on women with intent to outrage her modesty,272,53
Hyderabad,2010,Assault on women with intent to outrage her modesty,171,4.5
Hyderabad,2011,Assault on women with intent to outrage her modesty,157,4.2
Hyderabad,2012,Assault on women with intent to outrage her modesty,145,3.9
Hyderabad,2013,Assault on women with intent to outrage her modesty,225,6
Hyderabad,2014,Assault on women with intent to outrage her modesty,393,10.4
India,2010,Assault on women with intent to outrage her modesty,40613,6.9
India,2011,Assault on women with intent to outrage her modesty,42968,7.3
India,2012,Assault on women with intent to outrage her modesty,45351,7.7
India,2013,Assault on women with intent to outrage her modesty,70739,11.9
India,2014,Assault on women with intent to outrage her modesty,82235,13.7
Indore,2010,Assault on women with intent to outrage her modesty,211,20.3
Indore,2011,Assault on women with intent to outrage her modesty,229,22.1
Indore,2012,Assault on women with intent to outrage her modesty,297,28.6
Indore,2013,Assault on women with intent to outrage her modesty,251,24.2
Indore,2014,Assault on women with intent to outrage her modesty,301,29
Jabalpur,2010,Assault on women with intent to outrage her modesty,114,18.9
Jabalpur,2011,Assault on women with intent to outrage her modesty,171,28.3
Jabalpur,2012,Assault on women with intent to outrage her modesty,160,26.5
Jabalpur,2013,Assault on women with intent to outrage her modesty,194,32.1
Jabalpur,2014,Assault on women with intent to outrage her modesty,221,36.6
Jaipur,2010,Assault on women with intent to outrage her modesty,115,7.9
Jaipur,2011,Assault on women with intent to outrage her modesty,125,8.6
Jaipur,2012,Assault on women with intent to outrage her modesty,91,6.3
Jaipur,2013,Assault on women with intent to outrage her modesty,283,19.5
Jaipur,2014,Assault on women with intent to outrage her modesty,455,31.3
Jamshedpur,2010,Assault on women with intent to outrage her modesty,6,0.9
Jamshedpur,2011,Assault on women with intent to outrage her modesty,18,2.8
Jamshedpur,2012,Assault on women with intent to outrage her modesty,18,2.8
Jamshedpur,2013,Assault on women with intent to outrage her modesty,52,8.1
Jamshedpur,2014,Assault on women with intent to outrage her modesty,30,4.7
Jodhpur,2011,Assault on women with intent to outrage her modesty,57,10.6
Jodhpur,2012,Assault on women with intent to outrage her modesty,43,8
Jodhpur,2013,Assault on women with intent to outrage her modesty,141,26.2
Jodhpur,2014,Assault on women with intent to outrage her modesty,212,39.4
Kannur,2011,Assault on women with intent to outrage her modesty,43,4.9
Kannur,2012,Assault on women with intent to outrage her modesty,40,4.5
Kannur,2013,Assault on women with intent to outrage her modesty,58,6.6
Kannur,2014,Assault on women with intent to outrage her modesty,47,5.3
Kanpur,2010,Assault on women with intent to outrage her modesty,118,8.8
Kanpur,2011,Assault on women with intent to outrage her modesty,140,10.5
Kanpur,2012,Assault on women with intent to outrage her modesty,57,4.3
Kanpur,2013,Assault on women with intent to outrage her modesty,59,4.4
Kanpur,2014,Assault on women with intent to outrage her modesty,129,9.7
Kochi,2010,Assault on women with intent to outrage her modesty,67,6.2
Kochi,2011,Assault on women with intent to outrage her modesty,105,9.8
Kochi,2012,Assault on women with intent to outrage her modesty,108,10
Kochi,2013,Assault on women with intent to outrage her modesty,168,15.6
Kochi,2014,Assault on women with intent to outrage her modesty,158,14.7
Kolkata,2010,Assault on women with intent to outrage her modesty,226,3.3
Kolkata,2011,Assault on women with intent to outrage her modesty,254,3.7
Kolkata,2012,Assault on women with intent to outrage her modesty,486,7.2
Kolkata,2013,Assault on women with intent to outrage her modesty,707,10.4
Kolkata,2014,Assault on women with intent to outrage her modesty,577,8.5
Kollam,2011,Assault on women with intent to outrage her modesty,192,33.1
Kollam,2012,Assault on women with intent to outrage her modesty,171,29.5
Kollam,2013,Assault on women with intent to outrage her modesty,198,34.1
Kollam,2014,Assault on women with intent to outrage her modesty,287,49.5
Kota,2011,Assault on women with intent to outrage her modesty,58,12.3
Kota,2012,Assault on women with intent to outrage her modesty,73,15.5
Kota,2013,Assault on women with intent to outrage her modesty,101,21.4
Kota,2014,Assault on women with intent to outrage her modesty,102,21.6
Kozhikode,2011,Assault on women with intent to outrage her modesty,124,11.6
Kozhikode,2012,Assault on women with intent to outrage her modesty,103,9.7
Kozhikode,2013,Assault on women with intent to outrage her modesty,110,10.3
Kozhikode,2014,Assault on women with intent to outrage her modesty,107,10.1
Lucknow,2010,Assault on women with intent to outrage her modesty,97,7
Lucknow,2011,Assault on women with intent to outrage her modesty,104,7.5
Lucknow,2012,Assault on women with intent to outrage her modesty,110,8
Lucknow,2013,Assault on women with intent to outrage her modesty,261,18.9
Lucknow,2014,Assault on women with intent to outrage her modesty,229,16.6
Ludhiana,2010,Assault on women with intent to outrage her modesty,27,3.7
Ludhiana,2011,Assault on women with intent to outrage her modesty,22,3
Ludhiana,2012,Assault on women with intent to outrage her modesty,30,4.1
Ludhiana,2013,Assault on women with intent to outrage her modesty,81,11
Ludhiana,2014,Assault on women with intent to outrage her modesty,98,13.3
Madurai,2010,Assault on women with intent to outrage her modesty,12,1.6
Madurai,2011,Assault on women with intent to outrage her modesty,22,3
Madurai,2012,Assault on women with intent to outrage her modesty,28,3.8
Madurai,2013,Assault on women with intent to outrage her modesty,23,3.2
Madurai,2014,Assault on women with intent to outrage her modesty,22,3
Malappuram,2011,Assault on women with intent to outrage her modesty,37,4.2
Malappuram,2012,Assault on women with intent to outrage her modesty,33,3.7
Malappuram,2013,Assault on women with intent to outrage her modesty,49,5.5
Malappuram,2014,Assault on women with intent to outrage her modesty,75,8.4
Meerut,2010,Assault on women with intent to outrage her modesty,34,5.1
Meerut,2011,Assault on women with intent to outrage her modesty,47,7
Meerut,2012,Assault on women with intent to outrage her modesty,63,9.4
Meerut,2013,Assault on women with intent to outrage her modesty,151,22.5
Meerut,2014,Assault on women with intent to outrage her modesty,217,32.4
Mumbai,2010,Assault on women with intent to outrage her modesty,475,5.6
Mumbai,2011,Assault on women with intent to outrage her modesty,553,6.5
Mumbai,2012,Assault on women with intent to outrage her modesty,614,7.2
Mumbai,2013,Assault on women with intent to outrage her modesty,1163,13.7
Mumbai,2014,Assault on women with intent to outrage her modesty,1626,19.1
Nagpur,2010,Assault on women with intent to outrage her modesty,87,7.1
Nagpur,2011,Assault on women with intent to outrage her modesty,68,5.6
Nagpur,2012,Assault on women with intent to outrage her modesty,84,6.9
Nagpur,2013,Assault on women with intent to outrage her modesty,209,17.1
Nagpur,2014,Assault on women with intent to outrage her modesty,279,22.8
Nasik,2010,Assault on women with intent to outrage her modesty,46,6.2
Nasik,2011,Assault on women with intent to outrage her modesty,37,5
Nasik,2012,Assault on women with intent to outrage her modesty,36,4.9
Nasik,2013,Assault on women with intent to outrage her modesty,96,13
Nasik,2014,Assault on women with intent to outrage her modesty,101,13.7
Patna,2010,Assault on women with intent to outrage her modesty,4,0.4
Patna,2011,Assault on women with intent to outrage her modesty,1,0.1
Patna,2012,Assault on women with intent to outrage her modesty,15,1.6
Patna,2013,Assault on women with intent to outrage her modesty,15,1.6
Patna,2014,Assault on women with intent to outrage her modesty,0,0
Pune,2010,Assault on women with intent to outrage her modesty,78,3.3
Pune,2011,Assault on women with intent to outrage her modesty,118,4.9
Pune,2012,Assault on women with intent to outrage her modesty,120,5
Pune,2013,Assault on women with intent to outrage her modesty,304,12.7
Pune,2014,Assault on women with intent to outrage her modesty,454,19
Raipur,2011,Assault on women with intent to outrage her modesty,195,35.8
Raipur,2012,Assault on women with intent to outrage her modesty,89,16.4
Raipur,2013,Assault on women with intent to outrage her modesty,171,31.4
Raipur,2014,Assault on women with intent to outrage her modesty,120,22.1
Rajkot,2010,Assault on women with intent to outrage her modesty,14,2.1
Rajkot,2011,Assault on women with intent to outrage her modesty,17,2.6
Rajkot,2012,Assault on women with intent to outrage her modesty,10,1.5
Rajkot,2013,Assault on women with intent to outrage her modesty,18,2.7
Rajkot,2014,Assault on women with intent to outrage her modesty,31,4.7
Ranchi,2011,Assault on women with intent to outrage her modesty,5,0.9
Ranchi,2012,Assault on women with intent to outrage her modesty,10,1.9
Ranchi,2013,Assault on women with intent to outrage her modesty,11,2
Ranchi,2014,Assault on women with intent to outrage her modesty,16,3
Srinagar,2011,Assault on women with intent to outrage her modesty,171,28.7
Srinagar,2012,Assault on women with intent to outrage her modesty,201,33.7
Srinagar,2013,Assault on women with intent to outrage her modesty,266,44.6
Srinagar,2014,Assault on women with intent to outrage her modesty,218,36.6
Surat,2010,Assault on women with intent to outrage her modesty,24,1.2
Surat,2011,Assault on women with intent to outrage her modesty,34,1.7
Surat,2012,Assault on women with intent to outrage her modesty,28,1.4
Surat,2013,Assault on women with intent to outrage her modesty,91,4.6
Surat,2014,Assault on women with intent to outrage her modesty,70,3.5
Thiruvananthapuram,2011,Assault on women with intent to outrage her modesty,241,27.6
Thiruvananthapuram,2012,Assault on women with intent to outrage her modesty,226,25.9
Thiruvananthapuram,2013,Assault on women with intent to outrage her modesty,299,34.3
Thiruvananthapuram,2014,Assault on women with intent to outrage her modesty,254,29.1
